mode,sample_idx,evaluation_idx,identifier,option_permutation_idx,option_order,component,layer_start,layer_end,correct_answer,baseline_pred,knockout_pred,baseline_correct,knockout_correct,baseline_pred_source_index,knockout_pred_source_index,n_audio_tokens,n_instruction_tokens,n_question_tokens,n_options_tokens,n_other_text_tokens,n_input_tokens,baseline_logit_A,knockout_logit_A,delta_logit_A,baseline_prob_A,knockout_prob_A,delta_prob_A,baseline_logit_B,knockout_logit_B,delta_logit_B,baseline_prob_B,knockout_prob_B,delta_prob_B,baseline_logit_C,knockout_logit_C,delta_logit_C,baseline_prob_C,knockout_prob_C,delta_prob_C,baseline_logit_D,knockout_logit_D,delta_logit_D,baseline_prob_D,knockout_prob_D,delta_prob_D,delta_prob_correct,delta_logit_correct,delta_prob_baseline_pred,delta_logit_baseline_pred,pred_changed,elapsed_sec_so_far
decision_logits,80,0,q81_467850,0,BDCA,audio,0,2,D,D,D,1,1,0,0,2250,63,11,16,18,2359,25.625,25.25,-0.375,0.3784202807860402,0.3741531569409898,-0.004267123845050402,22.25,22.125,-0.125,0.012948829939470602,0.016439142421504606,0.0034903124820340036,23.75,23.5,-0.25,0.0580326296133917,0.06501806953606908,0.006985439922677375,26.0,25.625,-0.375,0.5505982596610975,0.5443896311014366,-0.006208628559660978,-0.006208628559660978,-0.375,-0.006208628559660978,-0.375,0,9.609
decision_logits,80,0,q81_467850,0,BDCA,audio,2,4,D,D,D,1,1,0,0,2250,63,11,16,18,2359,25.625,25.5,-0.125,0.3784202807860402,0.3748772887132313,-0.0035429920728088926,22.25,22.25,0.0,0.012948829939470602,0.014535569903959284,0.0015867399644886818,23.75,23.75,0.0,0.0580326296133917,0.06514390476970924,0.0071112751563175425,26.0,25.875,-0.125,0.5505982596610975,0.5454432366131002,-0.005155023047997309,-0.005155023047997309,-0.125,-0.005155023047997309,-0.125,0,10.459
decision_logits,80,0,q81_467850,0,BDCA,audio,4,6,D,D,D,1,1,0,0,2250,63,11,16,18,2359,25.625,25.625,0.0,0.3784202807860402,0.3748772887132313,-0.0035429920728088926,22.25,22.375,0.125,0.012948829939470602,0.014535569903959284,0.0015867399644886818,23.75,23.875,0.125,0.0580326296133917,0.06514390476970924,0.0071112751563175425,26.0,26.0,0.0,0.5505982596610975,0.5454432366131002,-0.005155023047997309,-0.005155023047997309,0.0,-0.005155023047997309,0.0,0,11.317
decision_logits,80,0,q81_467850,0,BDCA,audio,6,8,D,D,D,1,1,0,0,2250,63,11,16,18,2359,25.625,25.5,-0.125,0.3784202807860402,0.3748772887132313,-0.0035429920728088926,22.25,22.25,0.0,0.012948829939470602,0.014535569903959284,0.0015867399644886818,23.75,23.75,0.0,0.0580326296133917,0.06514390476970924,0.0071112751563175425,26.0,25.875,-0.125,0.5505982596610975,0.5454432366131002,-0.005155023047997309,-0.005155023047997309,-0.125,-0.005155023047997309,-0.125,0,12.172
decision_logits,80,0,q81_467850,0,BDCA,audio,8,10,D,D,D,1,1,0,0,2250,63,11,16,18,2359,25.625,25.625,0.0,0.3784202807860402,0.4045964582248242,0.026176177438784032,22.25,22.25,0.0,0.012948829939470602,0.013844529476018079,0.0008956995365474764,23.75,23.75,0.0,0.0580326296133917,0.0620468764366434,0.004014246823251702,26.0,25.875,-0.125,0.5505982596610975,0.5195121358625143,-0.03108612379858322,-0.03108612379858322,-0.125,-0.03108612379858322,-0.125,0,13.027
decision_logits,80,0,q81_467850,0,BDCA,audio,10,12,D,D,D,1,1,0,0,2250,63,11,16,18,2359,25.625,25.5,-0.125,0.3784202807860402,0.3784202807860402,0.0,22.25,22.125,-0.125,0.012948829939470602,0.012948829939470602,0.0,23.75,23.625,-0.125,0.0580326296133917,0.0580326296133917,0.0,26.0,25.875,-0.125,0.5505982596610975,0.5505982596610975,0.0,0.0,-0.125,0.0,-0.125,0,13.882
decision_logits,80,0,q81_467850,0,BDCA,audio,12,14,D,D,D,1,1,0,0,2250,63,11,16,18,2359,25.625,25.625,0.0,0.3784202807860402,0.3784202807860402,0.0,22.25,22.25,0.0,0.012948829939470602,0.012948829939470602,0.0,23.75,23.75,0.0,0.0580326296133917,0.0580326296133917,0.0,26.0,26.0,0.0,0.5505982596610975,0.5505982596610975,0.0,0.0,0.0,0.0,0.0,0,14.738
decision_logits,80,0,q81_467850,0,BDCA,audio,14,16,D,D,D,1,1,0,0,2250,63,11,16,18,2359,25.625,25.625,0.0,0.3784202807860402,0.37776896301742835,-0.0006513177686118254,22.25,22.375,0.125,0.012948829939470602,0.014647692284411871,0.001698862344941269,23.75,23.75,0.0,0.0580326296133917,0.05793274679858072,-9.988281481097816e-05,26.0,26.0,0.0,0.5505982596610975,0.549650597899579,-0.0009476617615185035,-0.0009476617615185035,0.0,-0.0009476617615185035,0.0,0,15.596
decision_logits,80,0,q81_467850,0,BDCA,audio,16,18,D,D,D,1,1,0,0,2250,63,11,16,18,2359,25.625,25.625,0.0,0.3784202807860402,0.3784202807860402,0.0,22.25,22.25,0.0,0.012948829939470602,0.012948829939470602,0.0,23.75,23.75,0.0,0.0580326296133917,0.0580326296133917,0.0,26.0,26.0,0.0,0.5505982596610975,0.5505982596610975,0.0,0.0,0.0,0.0,0.0,0,16.455
decision_logits,80,0,q81_467850,0,BDCA,audio,18,20,D,D,D,1,1,0,0,2250,63,11,16,18,2359,25.625,25.5,-0.125,0.3784202807860402,0.3748772887132313,-0.0035429920728088926,22.25,22.25,0.0,0.012948829939470602,0.014535569903959284,0.0015867399644886818,23.75,23.75,0.0,0.0580326296133917,0.06514390476970924,0.0071112751563175425,26.0,25.875,-0.125,0.5505982596610975,0.5454432366131002,-0.005155023047997309,-0.005155023047997309,-0.125,-0.005155023047997309,-0.125,0,17.314
