sample_id,idx,question,category,difficulty,macro_family,model_answer,correct_answer_letter,correct,a_shap,t_shap,uc_audio_l1,mi_audio_l1,uc_text_l1,mi_text_l1,uc_audio_sum,mi_audio_sum,uc_text_sum,mi_text_sum,base_ucmi,uc_stem_drums,mi_stem_drums,uc_stem_bass,mi_stem_bass,uc_stem_other,mi_stem_other,uc_stem_vocals,mi_stem_vocals,uc_time_seg0,mi_time_seg0,uc_time_seg1,mi_time_seg1,uc_time_seg2,mi_time_seg2,uc_time_seg3,mi_time_seg3,uc_time_seg4,mi_time_seg4,uc_time_seg5,mi_time_seg5,uc_time_seg6,mi_time_seg6,uc_time_seg7,mi_time_seg7
q100_1247352,99,Which instrument plays the lead sound in the introduction?,Instrumentation,High,percettiva,A,A,True,0.5619694397283531,0.43803056027164683,0.6782767518012444,2.5425175492526986,2.0091931683932858,1.1225841088912112,0.6782767518012444,1.3038848853001626,0.3062583913059127,1.1069408759430743,,0.045527931671996785,0.010302725510232036,0.22291554537542277,0.30279277680647454,0.23627455814986775,-0.619316331976268,0.17355871660395705,1.610105714959724,0.13787714142044064,1.1140171044320406,0.0840245006741081,0.07112833741717964,0.019726089764263453,0.23257988201355972,0.025253298836319056,0.06847513525175318,0.03838031332023547,-0.15116864533190624,0.1282688976186402,0.05671707345512789,0.04488789189543594,-0.08506294456995434,0.19985861827180154,-0.002801057367637881
q101_1247352,100,Which interval is played in the first two notes of the trombone?,Melody,High,analitica,B,A,False,0.17313915857605178,0.8268608414239481,0.3451816336663834,0.5080080774736578,2.0450455868915363,1.2509827107447988,-0.0016657595317245907,-0.01634005301810143,0.8805922669731809,0.4882136204758448,,-0.12385972745306933,0.24583401222777823,0.06935401906390735,-0.04241533066181954,0.10240391800342204,-0.10692936435313127,-0.04956396914598465,-0.11282937023092884,-0.010749467256171631,-0.08783190880595265,-0.04798352871697377,0.05572224057666332,0.016818522644612695,-0.0006055908294715778,-0.03568725488651692,-0.01672133243125553,0.015209989353054872,0.005929445142092357,0.012456065651035375,-0.0019133052097777097,0.01126693904400695,-0.0002927610497190057,0.03700297463522783,0.029373159589319353
q102_1247352,101,What kind of saxophone plays the solo?,Instrumentation,Medium,percettiva,A,A,True,0.4507829977628635,0.5492170022371364,1.1304362432189812,0.7127450765541192,2.320974525767002,2.056275690164596,0.09716376330064808,0.20288375836270106,0.6603793346593659,1.7433066421646806,,-0.02113335682664254,-0.01917264665540927,0.22760111960629215,0.17357500597386288,0.38619888365352245,0.28423941148454723,-0.49550288313252394,-0.23575801244029976,0.22524273923436922,-0.13636295755761005,0.025895039729864653,-0.18444742926821242,0.05428556164474693,-0.03527150197205034,0.06973273284962475,-0.026727879593437805,0.03851634944345156,0.14949606624054376,0.019603267996653413,0.120139925843272,0.10563775778920098,0.4078694313224005,-0.4417496853872634,-0.09181189665220457
q103_625206,102,What is the time signature of the tune?,Metre and Rhythm,Medium,percettiva,B,A,False,0.47201946472019457,0.5279805352798054,0.28496801989711956,1.0538522011219917,1.8041992140201626,0.9754318423145831,0.11143339561214419,-0.16173452546040368,1.8041992140201626,-0.7546269105102246,,-0.07129068033530284,-0.5653398934269789,0.06602039469785059,-0.023744502025613862,0.1321803130567813,0.44605883783079403,-0.015476631807184858,-0.018708967838604984,0.046045419022135534,0.00749701413123291,0.05409608867077881,0.045991873416111495,0.035161335872834876,0.013195545484593604,0.019260503709587103,0.028368108887566336,0.006252178559143132,-0.04239721000204341,-0.004932037689181226,-0.0767604412637452,-0.03278818381784952,-0.05860095937016444,-0.011661908715304481,-0.0790284567439551
q104_625206,103,What kind of bass is used in the song?,Instrumentation,Medium,percettiva,A,A,True,0.3821752265861027,0.6178247734138973,0.5202789018038468,1.2431686005551317,1.4510737349113605,0.374262917744384,0.16591130669149934,-0.7395297702838286,1.2042473972795424,0.3372893908916237,,-0.041975884464504884,-0.17581815490981356,0.3430951042476731,0.17011840422078997,-0.13520791309166885,-0.8155310305096666,0.0,0.08170101091486165,0.02861115964346911,-0.12535404546594986,0.014872110621017141,-0.3139263496393982,0.022824763072533727,-0.2548568204009281,0.027411186088360972,-0.10261404560727688,-0.03099334768094713,-0.002124302463476682,-0.01586177018659242,-0.11779689064146473,0.04503271067687038,-0.07032848860903096,0.07401449445678754,0.247471172543697
q105_625206,104,What part of the drums is used to set the beat in the intro?,Instrumentation,Medium,percettiva,A,A,True,0.30490654205607476,0.6950934579439253,0.45946137280824717,2.340453636892159,1.7206363754554534,0.8485936782880841,0.3788896478663828,-0.49555888230418677,0.7033525671674973,0.190105294227653,,0.21161741115625207,0.9224473772939862,0.17202030173038768,-1.250777568461543,0.035537797450675236,-0.03247810996285695,-0.040285862470932174,-0.13475058117377303,0.158899183585484,-0.13438649583926093,0.006861287173746445,0.033425423712003494,0.03151523686927666,0.15753491370016642,0.020231035028229885,0.07475299944367922,0.044331333296527435,-0.2496054144073088,0.03420500950363431,0.14164252606458694,-0.01598971778068438,-0.23425792702894221,0.09883628019016849,-0.28466490794911115
q106_395289,105,What kind of jazz ensemble plays the song?,Instrumentation,Low,percettiva,A,A,True,0.5576241134751774,0.4423758865248227,0.5313628805786311,2.297260165645136,1.2804469430631995,2.1580330605211757,0.24676371415701864,2.297260165645136,0.1482253235609346,1.3664083014333304,,-0.12755635942268737,0.7166992566554236,0.29455702324323524,0.07637989076403706,0.0945062741245897,1.5041810182256752,-0.014743223788118926,0.0,-0.02197166522039712,0.6982745703629814,0.025915741735976782,0.3130836084545162,-0.0099491239028357,0.34434988743603084,0.07640809319743128,0.3771188685469061,0.10080935535055793,0.3447362870963325,0.02226903953295315,0.20131536026555877,-0.030331854334290417,0.08208505661321781,0.0836141277976227,-0.06370347313040811
q107_2083,106,What kind of rhythm is used by the bass line in the intro?,Metre and Rhythm,Medium,percettiva,C,A,False,0.3389830508474576,0.6610169491525424,0.18402148758268827,1.1390849556467522,1.4042000361696105,0.7138009267743869,-0.15477820257376285,0.47076475500162696,0.47472186265962246,-0.19386484845861898,,-0.10596703325049357,-0.33416010032256266,0.014621642504462691,0.6097884297907571,-0.044002460442308725,0.13955907593164046,-0.019430351385423254,0.05557734960179204,-0.05634696448264216,0.3877183110117056,-0.027539585143864363,-0.07115678531353703,0.018571119481523832,0.04917297825137871,-0.011509449277612646,0.0,-0.010417176890200854,-0.026113498367543533,-0.06999742371577874,0.08484870697175492,-0.02018004552327325,0.04483704159682405,0.022641322978085323,0.001458000851044132
q108_2083,107,What style of jazz would you say this tune is?,Genre and Style,Low,knowledge,A,A,True,0.43669724770642204,0.5633027522935781,0.7333262290558846,3.8407849979051463,1.9292728366085643,2.8014918346992586,0.6844369113458895,3.8407849979051463,1.2625623748934378,2.6950388260694083,,-0.018127807493842647,1.111655128604334,0.5102782140912674,0.7654859210956587,0.19860335610961966,1.7558924009372903,-0.006316851361154948,0.2077515472678635,0.20408661353288937,1.4756407276302619,0.10377416101302245,0.5559596933929156,0.07774969793804244,0.47882781019093074,0.0694976166517064,0.45709171969195733,0.10767046979652646,0.8732650469990808,0.0317975188862098,0.0,0.027953289632366558,0.0,0.06190754389512593,0.0
q109_2083,108,Which instrument predominates in the solos?,Instrumentation,Low,percettiva,A,A,True,0.6047765793528505,0.39522342064714944,1.3995425301414055,4.930596575705939,0.9516548949565018,1.8501291637897948,0.27005976204917415,0.67519369749457,0.1873585682265444,1.8501291637897948,,-0.3524635803222382,-0.7895234862890619,0.7434861756861162,2.577743054506951,0.09131497040917362,0.22515208209330387,-0.2122778037238775,-1.3381779528166227,-0.005850915622634095,-0.23727316805077725,0.02335061477356072,0.04131019421268883,0.05520240888609758,0.3449955104820694,0.1062581227730665,0.12226598161848312,0.07023008004814932,0.20856490318849027,0.06965179797548886,0.07555835886969464,-0.014322620733841544,0.03632293509840112,-0.03445972605071328,0.08344898207552032
