mode,sample_idx,evaluation_idx,identifier,option_permutation_idx,option_order,component,layer_start,layer_end,correct_answer,baseline_pred,knockout_pred,baseline_correct,knockout_correct,baseline_pred_source_index,knockout_pred_source_index,n_audio_tokens,n_instruction_tokens,n_question_tokens,n_options_tokens,n_other_text_tokens,n_input_tokens,baseline_logit_A,knockout_logit_A,delta_logit_A,baseline_prob_A,knockout_prob_A,delta_prob_A,baseline_logit_B,knockout_logit_B,delta_logit_B,baseline_prob_B,knockout_prob_B,delta_prob_B,baseline_logit_C,knockout_logit_C,delta_logit_C,baseline_prob_C,knockout_prob_C,delta_prob_C,baseline_logit_D,knockout_logit_D,delta_logit_D,baseline_prob_D,knockout_prob_D,delta_prob_D,delta_prob_correct,delta_logit_correct,delta_prob_baseline_pred,delta_logit_baseline_pred,pred_changed,elapsed_sec_so_far
decision_logits,92,0,q93_8559,0,ABDC,audio,0,2,A,C,C,0,0,3,3,1500,63,9,20,18,1611,22.75,22.875,0.125,0.006437084213637333,0.006458979171446282,2.1894957808949074e-05,23.125,23.25,0.125,0.009365902266016675,0.009397759241652122,3.1856975635447676e-05,27.75,27.875,0.125,0.9553480035552416,0.9585975034120854,0.0032494998568437516,24.25,24.25,0.0,0.02884900996510413,0.025545758174816025,-0.003303251790288106,2.1894957808949074e-05,0.125,0.0032494998568437516,0.125,0,5.379
decision_logits,92,0,q93_8559,0,ABDC,audio,2,4,A,C,C,0,0,3,3,1500,63,9,20,18,1611,22.75,22.875,0.125,0.006437084213637333,0.005710669322417837,-0.0007264148912194957,23.125,23.25,0.125,0.009365902266016675,0.008308974835841495,-0.0010569274301751794,27.75,28.0,0.25,0.9553480035552416,0.9603869115551457,0.00503890799990403,24.25,24.375,0.125,0.02884900996510413,0.025593444286594904,-0.0032555656785092264,-0.0007264148912194957,0.125,0.00503890799990403,0.25,0,5.943
decision_logits,92,0,q93_8559,0,ABDC,audio,4,6,A,C,C,0,0,3,3,1500,63,9,20,18,1611,22.75,22.75,0.0,0.006437084213637333,0.006437084213637333,0.0,23.125,23.125,0.0,0.009365902266016675,0.009365902266016675,0.0,27.75,27.75,0.0,0.9553480035552416,0.9553480035552416,0.0,24.25,24.25,0.0,0.02884900996510413,0.02884900996510413,0.0,0.0,0.0,0.0,0.0,0,6.505
decision_logits,92,0,q93_8559,0,ABDC,audio,6,8,A,C,C,0,0,3,3,1500,63,9,20,18,1611,22.75,22.875,0.125,0.006437084213637333,0.005685006890563536,-0.0007520773230737963,23.125,23.375,0.25,0.009365902266016675,0.009372991784548897,7.089518532222422e-06,27.75,28.0,0.25,0.9553480035552416,0.9560711541053496,0.0007231505501079649,24.25,24.5,0.25,0.02884900996510413,0.028870847219537803,2.1837254433672293e-05,-0.0007520773230737963,0.125,0.0007231505501079649,0.25,0,7.069
decision_logits,92,0,q93_8559,0,ABDC,audio,8,10,A,C,C,0,0,3,3,1500,63,9,20,18,1611,22.75,22.75,0.0,0.006437084213637333,0.005058253917423313,-0.0013788302962140196,23.125,23.25,0.125,0.009365902266016675,0.008339650826258064,-0.0010262514397586103,27.75,28.0,0.25,0.9553480035552416,0.9639325739596079,0.00858457040436622,24.25,24.25,0.0,0.02884900996510413,0.022669521296710758,-0.006179488668393372,-0.0013788302962140196,0.0,0.00858457040436622,0.25,0,7.629
decision_logits,92,0,q93_8559,0,ABDC,audio,10,12,A,C,C,0,0,3,3,1500,63,9,20,18,1611,22.75,22.875,0.125,0.006437084213637333,0.006437084213637333,0.0,23.125,23.25,0.125,0.009365902266016675,0.009365902266016675,0.0,27.75,27.875,0.125,0.9553480035552416,0.9553480035552416,0.0,24.25,24.375,0.125,0.02884900996510413,0.02884900996510413,0.0,0.0,0.125,0.0,0.125,0,8.191
decision_logits,92,0,q93_8559,0,ABDC,audio,12,14,A,C,C,0,0,3,3,1500,63,9,20,18,1611,22.75,22.75,0.0,0.006437084213637333,0.005685006890563536,-0.0007520773230737963,23.125,23.25,0.125,0.009365902266016675,0.009372991784548897,7.089518532222422e-06,27.75,27.875,0.125,0.9553480035552416,0.9560711541053496,0.0007231505501079649,24.25,24.375,0.125,0.02884900996510413,0.028870847219537803,2.1837254433672293e-05,-0.0007520773230737963,0.0,0.0007231505501079649,0.125,0,8.758
decision_logits,92,0,q93_8559,0,ABDC,audio,14,16,A,C,C,0,0,3,3,1500,63,9,20,18,1611,22.75,22.875,0.125,0.006437084213637333,0.0057043584358299725,-0.0007327257778073602,23.125,23.375,0.25,0.009365902266016675,0.009404897088850587,3.8994822833912646e-05,27.75,28.0,0.25,0.9553480035552416,0.9593255836201694,0.003977580064927766,24.25,24.375,0.125,0.02884900996510413,0.025565160855149927,-0.003283849109954204,-0.0007327257778073602,0.125,0.003977580064927766,0.25,0,9.318
decision_logits,92,0,q93_8559,0,ABDC,audio,16,18,A,C,C,0,0,3,3,1500,63,9,20,18,1611,22.75,22.875,0.125,0.006437084213637333,0.005685006890563536,-0.0007520773230737963,23.125,23.375,0.25,0.009365902266016675,0.009372991784548897,7.089518532222422e-06,27.75,28.0,0.25,0.9553480035552416,0.9560711541053496,0.0007231505501079649,24.25,24.5,0.25,0.02884900996510413,0.028870847219537803,2.1837254433672293e-05,-0.0007520773230737963,0.125,0.0007231505501079649,0.25,0,9.879
decision_logits,92,0,q93_8559,0,ABDC,audio,18,20,A,C,C,0,0,3,3,1500,63,9,20,18,1611,22.75,22.75,0.0,0.006437084213637333,0.0057043584358299725,-0.0007327257778073602,23.125,23.25,0.125,0.009365902266016675,0.009404897088850587,3.8994822833912646e-05,27.75,27.875,0.125,0.9553480035552416,0.9593255836201694,0.003977580064927766,24.25,24.25,0.0,0.02884900996510413,0.025565160855149927,-0.003283849109954204,-0.0007327257778073602,0.0,0.003977580064927766,0.125,0,10.443
decision_logits,92,0,q93_8559,0,ABDC,audio,20,22,A,C,C,0,0,3,3,1500,63,9,20,18,1611,22.75,22.875,0.125,0.006437084213637333,0.005685006890563536,-0.0007520773230737963,23.125,23.375,0.25,0.009365902266016675,0.009372991784548897,7.089518532222422e-06,27.75,28.0,0.25,0.9553480035552416,0.9560711541053496,0.0007231505501079649,24.25,24.5,0.25,0.02884900996510413,0.028870847219537803,2.1837254433672293e-05,-0.0007520773230737963,0.125,0.0007231505501079649,0.25,0,11.007
decision_logits,92,0,q93_8559,0,ABDC,audio,22,24,A,C,C,0,0,3,3,1500,63,9,20,18,1611,22.75,22.875,0.125,0.006437084213637333,0.005685006890563536,-0.0007520773230737963,23.125,23.375,0.25,0.009365902266016675,0.009372991784548897,7.089518532222422e-06,27.75,28.0,0.25,0.9553480035552416,0.9560711541053496,0.0007231505501079649,24.25,24.5,0.25,0.02884900996510413,0.028870847219537803,2.1837254433672293e-05,-0.0007520773230737963,0.125,0.0007231505501079649,0.25,0,11.571
decision_logits,92,0,q93_8559,0,ABDC,audio,24,26,A,C,C,0,0,3,3,1500,63,9,20,18,1611,22.75,22.875,0.125,0.006437084213637333,0.005710669322417837,-0.0007264148912194957,23.125,23.25,0.125,0.009365902266016675,0.008308974835841495,-0.0010569274301751794,27.75,28.0,0.25,0.9553480035552416,0.9603869115551457,0.00503890799990403,24.25,24.375,0.125,0.02884900996510413,0.025593444286594904,-0.0032555656785092264,-0.0007264148912194957,0.125,0.00503890799990403,0.25,0,12.134
decision_logits,92,0,q93_8559,0,ABDC,audio,26,28,A,C,C,0,0,3,3,1500,63,9,20,18,1611,22.75,22.75,0.0,0.006437084213637333,0.0057043584358299725,-0.0007327257778073602,23.125,23.25,0.125,0.009365902266016675,0.009404897088850587,3.8994822833912646e-05,27.75,27.875,0.125,0.9553480035552416,0.9593255836201694,0.003977580064927766,24.25,24.25,0.0,0.02884900996510413,0.025565160855149927,-0.003283849109954204,-0.0007327257778073602,0.0,0.003977580064927766,0.125,0,12.703
decision_logits,92,0,q93_8559,0,ABDC,question,0,2,A,C,C,0,0,3,3,1500,63,9,20,18,1611,22.75,22.75,0.0,0.006437084213637333,0.0057043584358299725,-0.0007327257778073602,23.125,23.25,0.125,0.009365902266016675,0.009404897088850587,3.8994822833912646e-05,27.75,27.875,0.125,0.9553480035552416,0.9593255836201694,0.003977580064927766,24.25,24.25,0.0,0.02884900996510413,0.025565160855149927,-0.003283849109954204,-0.0007327257778073602,0.0,0.003977580064927766,0.125,0,13.268
decision_logits,92,0,q93_8559,0,ABDC,question,2,4,A,C,C,0,0,3,3,1500,63,9,20,18,1611,22.75,22.75,0.0,0.006437084213637333,0.0057043584358299725,-0.0007327257778073602,23.125,23.25,0.125,0.009365902266016675,0.009404897088850587,3.8994822833912646e-05,27.75,27.875,0.125,0.9553480035552416,0.9593255836201694,0.003977580064927766,24.25,24.25,0.0,0.02884900996510413,0.025565160855149927,-0.003283849109954204,-0.0007327257778073602,0.0,0.003977580064927766,0.125,0,13.831
