mode,sample_idx,evaluation_idx,identifier,option_permutation_idx,option_order,component,layer_start,layer_end,correct_answer,baseline_pred,knockout_pred,baseline_correct,knockout_correct,baseline_pred_source_index,knockout_pred_source_index,n_audio_tokens,n_instruction_tokens,n_question_tokens,n_options_tokens,n_other_text_tokens,n_input_tokens,baseline_logit_A,knockout_logit_A,delta_logit_A,baseline_prob_A,knockout_prob_A,delta_prob_A,baseline_logit_B,knockout_logit_B,delta_logit_B,baseline_prob_B,knockout_prob_B,delta_prob_B,baseline_logit_C,knockout_logit_C,delta_logit_C,baseline_prob_C,knockout_prob_C,delta_prob_C,baseline_logit_D,knockout_logit_D,delta_logit_D,baseline_prob_D,knockout_prob_D,delta_prob_D,delta_prob_correct,delta_logit_correct,delta_prob_baseline_pred,delta_logit_baseline_pred,pred_changed,elapsed_sec_so_far
decision_logits,120,0,q121_1227239,0,ACDB,audio,0,2,A,A,A,1,1,0,0,1500,63,10,17,18,1609,27.625,27.5,-0.125,0.9124219024731804,0.902473593137392,-0.009948309335788497,25.125,25.125,0.0,0.07489615060892614,0.08394312029178666,0.00904696968286052,22.875,22.875,0.0,0.007893996196849419,0.008847539786057613,0.0009535435892081938,22.375,22.25,-0.125,0.004787950721044098,0.0047357467847638,-5.220393628029788e-05,-0.009948309335788497,-0.125,-0.009948309335788497,-0.125,0,3.372
decision_logits,120,0,q121_1227239,0,ACDB,audio,2,4,A,A,A,1,1,0,0,1500,63,10,17,18,1609,27.625,27.5,-0.125,0.9124219024731804,0.9019048903720939,-0.010517012101086576,25.125,25.125,0.0,0.07489615060892614,0.08389022269455977,0.008994072085633631,22.875,22.875,0.0,0.007893996196849419,0.008841964420328712,0.0009479682234792928,22.375,22.375,0.0,0.004787950721044098,0.005362922513017606,0.0005749717919735081,-0.010517012101086576,-0.125,-0.010517012101086576,-0.125,0,3.946
decision_logits,120,0,q121_1227239,0,ACDB,audio,4,6,A,A,A,1,1,0,0,1500,63,10,17,18,1609,27.625,27.5,-0.125,0.9124219024731804,0.9124219024731804,0.0,25.125,25.0,-0.125,0.07489615060892614,0.07489615060892614,0.0,22.875,22.75,-0.125,0.007893996196849419,0.007893996196849419,0.0,22.375,22.25,-0.125,0.004787950721044098,0.004787950721044098,0.0,0.0,-0.125,0.0,-0.125,0,4.512
decision_logits,120,0,q121_1227239,0,ACDB,audio,6,8,A,A,A,1,1,0,0,1500,63,10,17,18,1609,27.625,27.625,0.0,0.9124219024731804,0.90341279311904,-0.009009109354140454,25.125,25.25,0.125,0.07489615060892614,0.08403047949834631,0.009134328889420174,22.875,22.875,0.0,0.007893996196849419,0.007816052128665811,-7.7944068183608e-05,22.375,22.375,0.0,0.004787950721044098,0.004740675253948008,-4.7275467096089506e-05,-0.009009109354140454,0.0,-0.009009109354140454,0.0,0,5.088
decision_logits,120,0,q121_1227239,0,ACDB,audio,8,10,A,A,A,1,1,0,0,1500,63,10,17,18,1609,27.625,27.75,0.125,0.9124219024731804,0.9124219024731804,0.0,25.125,25.25,0.125,0.07489615060892614,0.07489615060892614,0.0,22.875,23.0,0.125,0.007893996196849419,0.007893996196849419,0.0,22.375,22.5,0.125,0.004787950721044098,0.004787950721044098,0.0,0.0,0.125,0.0,0.125,0,5.658
decision_logits,120,0,q121_1227239,0,ACDB,audio,10,12,A,A,A,1,1,0,0,1500,63,10,17,18,1609,27.625,27.625,0.0,0.9124219024731804,0.9019048903720939,-0.010517012101086576,25.125,25.25,0.125,0.07489615060892614,0.08389022269455977,0.008994072085633631,22.875,23.0,0.125,0.007893996196849419,0.008841964420328712,0.0009479682234792928,22.375,22.5,0.125,0.004787950721044098,0.005362922513017606,0.0005749717919735081,-0.010517012101086576,0.0,-0.010517012101086576,0.0,0,6.229
decision_logits,120,0,q121_1227239,0,ACDB,audio,12,14,A,A,A,1,1,0,0,1500,63,10,17,18,1609,27.625,27.75,0.125,0.9124219024731804,0.9124219024731804,0.0,25.125,25.25,0.125,0.07489615060892614,0.07489615060892614,0.0,22.875,23.0,0.125,0.007893996196849419,0.007893996196849419,0.0,22.375,22.5,0.125,0.004787950721044098,0.004787950721044098,0.0,0.0,0.125,0.0,0.125,0,6.801
decision_logits,120,0,q121_1227239,0,ACDB,audio,14,16,A,A,A,1,1,0,0,1500,63,10,17,18,1609,27.625,27.5,-0.125,0.9124219024731804,0.9019048903720939,-0.010517012101086576,25.125,25.125,0.0,0.07489615060892614,0.08389022269455977,0.008994072085633631,22.875,22.875,0.0,0.007893996196849419,0.008841964420328712,0.0009479682234792928,22.375,22.375,0.0,0.004787950721044098,0.005362922513017606,0.0005749717919735081,-0.010517012101086576,-0.125,-0.010517012101086576,-0.125,0,7.37
decision_logits,120,0,q121_1227239,0,ACDB,audio,16,18,A,A,A,1,1,0,0,1500,63,10,17,18,1609,27.625,27.625,0.0,0.9124219024731804,0.9124219024731804,0.0,25.125,25.125,0.0,0.07489615060892614,0.07489615060892614,0.0,22.875,22.875,0.0,0.007893996196849419,0.007893996196849419,0.0,22.375,22.375,0.0,0.004787950721044098,0.004787950721044098,0.0,0.0,0.0,0.0,0.0,0,7.944
decision_logits,120,0,q121_1227239,0,ACDB,audio,18,20,A,A,A,1,1,0,0,1500,63,10,17,18,1609,27.625,27.625,0.0,0.9124219024731804,0.9124219024731804,0.0,25.125,25.125,0.0,0.07489615060892614,0.07489615060892614,0.0,22.875,22.875,0.0,0.007893996196849419,0.007893996196849419,0.0,22.375,22.375,0.0,0.004787950721044098,0.004787950721044098,0.0,0.0,0.0,0.0,0.0,0,8.513
decision_logits,120,0,q121_1227239,0,ACDB,audio,20,22,A,A,A,1,1,0,0,1500,63,10,17,18,1609,27.625,27.625,0.0,0.9124219024731804,0.902473593137392,-0.009948309335788497,25.125,25.25,0.125,0.07489615060892614,0.08394312029178666,0.00904696968286052,22.875,23.0,0.125,0.007893996196849419,0.008847539786057613,0.0009535435892081938,22.375,22.375,0.0,0.004787950721044098,0.0047357467847638,-5.220393628029788e-05,-0.009948309335788497,0.0,-0.009948309335788497,0.0,0,9.089
decision_logits,120,0,q121_1227239,0,ACDB,audio,22,24,A,A,A,1,1,0,0,1500,63,10,17,18,1609,27.625,27.625,0.0,0.9124219024731804,0.9124219024731804,0.0,25.125,25.125,0.0,0.07489615060892614,0.07489615060892614,0.0,22.875,22.875,0.0,0.007893996196849419,0.007893996196849419,0.0,22.375,22.375,0.0,0.004787950721044098,0.004787950721044098,0.0,0.0,0.0,0.0,0.0,0,9.655
decision_logits,120,0,q121_1227239,0,ACDB,audio,24,26,A,A,A,1,1,0,0,1500,63,10,17,18,1609,27.625,27.625,0.0,0.9124219024731804,0.9129355191198146,0.0005136166466341852,25.125,25.125,0.0,0.07489615060892614,0.07493831083065833,4.2160221732187586e-05,22.875,22.875,0.0,0.007893996196849419,0.007898439851527347,4.443654677927997e-06,22.375,22.25,-0.125,0.004787950721044098,0.004227730197999848,-0.0005602205230442496,0.0005136166466341852,0.0,0.0005136166466341852,0.0,0,10.229
decision_logits,120,0,q121_1227239,0,ACDB,audio,26,28,A,A,A,1,1,0,0,1500,63,10,17,18,1609,27.625,27.625,0.0,0.9124219024731804,0.9124219024731804,0.0,25.125,25.125,0.0,0.07489615060892614,0.07489615060892614,0.0,22.875,22.875,0.0,0.007893996196849419,0.007893996196849419,0.0,22.375,22.375,0.0,0.004787950721044098,0.004787950721044098,0.0,0.0,0.0,0.0,0.0,0,10.803
decision_logits,120,0,q121_1227239,0,ACDB,question,0,2,A,A,A,1,1,0,0,1500,63,10,17,18,1609,27.625,27.5,-0.125,0.9124219024731804,0.9019048903720939,-0.010517012101086576,25.125,25.125,0.0,0.07489615060892614,0.08389022269455977,0.008994072085633631,22.875,22.875,0.0,0.007893996196849419,0.008841964420328712,0.0009479682234792928,22.375,22.375,0.0,0.004787950721044098,0.005362922513017606,0.0005749717919735081,-0.010517012101086576,-0.125,-0.010517012101086576,-0.125,0,11.37
decision_logits,120,0,q121_1227239,0,ACDB,question,2,4,A,A,A,1,1,0,0,1500,63,10,17,18,1609,27.625,27.625,0.0,0.9124219024731804,0.90341279311904,-0.009009109354140454,25.125,25.25,0.125,0.07489615060892614,0.08403047949834631,0.009134328889420174,22.875,22.875,0.0,0.007893996196849419,0.007816052128665811,-7.7944068183608e-05,22.375,22.375,0.0,0.004787950721044098,0.004740675253948008,-4.7275467096089506e-05,-0.009009109354140454,0.0,-0.009009109354140454,0.0,0,11.946
decision_logits,120,0,q121_1227239,0,ACDB,question,4,6,A,A,A,1,1,0,0,1500,63,10,17,18,1609,27.625,27.5,-0.125,0.9124219024731804,0.9019048903720939,-0.010517012101086576,25.125,25.125,0.0,0.07489615060892614,0.08389022269455977,0.008994072085633631,22.875,22.875,0.0,0.007893996196849419,0.008841964420328712,0.0009479682234792928,22.375,22.375,0.0,0.004787950721044098,0.005362922513017606,0.0005749717919735081,-0.010517012101086576,-0.125,-0.010517012101086576,-0.125,0,12.514
decision_logits,120,0,q121_1227239,0,ACDB,question,6,8,A,A,A,1,1,0,0,1500,63,10,17,18,1609,27.625,27.5,-0.125,0.9124219024731804,0.9019048903720939,-0.010517012101086576,25.125,25.125,0.0,0.07489615060892614,0.08389022269455977,0.008994072085633631,22.875,22.875,0.0,0.007893996196849419,0.008841964420328712,0.0009479682234792928,22.375,22.375,0.0,0.004787950721044098,0.005362922513017606,0.0005749717919735081,-0.010517012101086576,-0.125,-0.010517012101086576,-0.125,0,13.088
decision_logits,120,0,q121_1227239,0,ACDB,question,8,10,A,A,A,1,1,0,0,1500,63,10,17,18,1609,27.625,27.625,0.0,0.9124219024731804,0.902473593137392,-0.009948309335788497,25.125,25.25,0.125,0.07489615060892614,0.08394312029178666,0.00904696968286052,22.875,23.0,0.125,0.007893996196849419,0.008847539786057613,0.0009535435892081938,22.375,22.375,0.0,0.004787950721044098,0.0047357467847638,-5.220393628029788e-05,-0.009948309335788497,0.0,-0.009948309335788497,0.0,0,13.657
decision_logits,120,0,q121_1227239,0,ACDB,question,10,12,A,A,A,1,1,0,0,1500,63,10,17,18,1609,27.625,27.5,-0.125,0.9124219024731804,0.9019048903720939,-0.010517012101086576,25.125,25.125,0.0,0.07489615060892614,0.08389022269455977,0.008994072085633631,22.875,22.875,0.0,0.007893996196849419,0.008841964420328712,0.0009479682234792928,22.375,22.375,0.0,0.004787950721044098,0.005362922513017606,0.0005749717919735081,-0.010517012101086576,-0.125,-0.010517012101086576,-0.125,0,14.227
decision_logits,120,0,q121_1227239,0,ACDB,question,12,14,A,A,A,1,1,0,0,1500,63,10,17,18,1609,27.625,27.625,0.0,0.9124219024731804,0.9124219024731804,0.0,25.125,25.125,0.0,0.07489615060892614,0.07489615060892614,0.0,22.875,22.875,0.0,0.007893996196849419,0.007893996196849419,0.0,22.375,22.375,0.0,0.004787950721044098,0.004787950721044098,0.0,0.0,0.0,0.0,0.0,0,14.798
decision_logits,120,0,q121_1227239,0,ACDB,question,14,16,A,A,A,1,1,0,0,1500,63,10,17,18,1609,27.625,27.375,-0.25,0.9124219024731804,0.9008443318491964,-0.011577570623984013,25.125,25.0,-0.125,0.07489615060892614,0.08379157538527444,0.008895424776348304,22.875,22.875,0.0,0.007893996196849419,0.010007476564007927,0.0021134803671585076,22.375,22.25,-0.125,0.004787950721044098,0.005356616201521199,0.0005686654804771011,-0.011577570623984013,-0.25,-0.011577570623984013,-0.25,0,15.366
decision_logits,120,0,q121_1227239,0,ACDB,question,16,18,A,A,A,1,1,0,0,1500,63,10,17,18,1609,27.625,27.5,-0.125,0.9124219024731804,0.9124219024731804,0.0,25.125,25.0,-0.125,0.07489615060892614,0.07489615060892614,0.0,22.875,22.75,-0.125,0.007893996196849419,0.007893996196849419,0.0,22.375,22.25,-0.125,0.004787950721044098,0.004787950721044098,0.0,0.0,-0.125,0.0,-0.125,0,15.938
decision_logits,120,0,q121_1227239,0,ACDB,question,18,20,A,A,A,1,1,0,0,1500,63,10,17,18,1609,27.625,27.5,-0.125,0.9124219024731804,0.8919420286888821,-0.020479873784298386,25.125,25.25,0.125,0.07489615060892614,0.09400999817794432,0.019113847569018183,22.875,22.875,0.0,0.007893996196849419,0.008744291961216896,0.0008502957643674765,22.375,22.375,0.0,0.004787950721044098,0.0053036811719567615,0.0005157304509126638,-0.020479873784298386,-0.125,-0.020479873784298386,-0.125,0,16.507
decision_logits,120,0,q121_1227239,0,ACDB,question,20,22,A,A,A,1,1,0,0,1500,63,10,17,18,1609,27.625,27.625,0.0,0.9124219024731804,0.9124219024731804,0.0,25.125,25.125,0.0,0.07489615060892614,0.07489615060892614,0.0,22.875,22.875,0.0,0.007893996196849419,0.007893996196849419,0.0,22.375,22.375,0.0,0.004787950721044098,0.004787950721044098,0.0,0.0,0.0,0.0,0.0,0,17.082
decision_logits,120,0,q121_1227239,0,ACDB,question,22,24,A,A,A,1,1,0,0,1500,63,10,17,18,1609,27.625,27.5,-0.125,0.9124219024731804,0.902473593137392,-0.009948309335788497,25.125,25.125,0.0,0.07489615060892614,0.08394312029178666,0.00904696968286052,22.875,22.875,0.0,0.007893996196849419,0.008847539786057613,0.0009535435892081938,22.375,22.25,-0.125,0.004787950721044098,0.0047357467847638,-5.220393628029788e-05,-0.009948309335788497,-0.125,-0.009948309335788497,-0.125,0,17.651
decision_logits,120,0,q121_1227239,0,ACDB,question,24,26,A,A,A,1,1,0,0,1500,63,10,17,18,1609,27.625,27.625,0.0,0.9124219024731804,0.9124219024731804,0.0,25.125,25.125,0.0,0.07489615060892614,0.07489615060892614,0.0,22.875,22.875,0.0,0.007893996196849419,0.007893996196849419,0.0,22.375,22.375,0.0,0.004787950721044098,0.004787950721044098,0.0,0.0,0.0,0.0,0.0,0,18.227
